id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
490|ShapeFile da Região Metropolitana de São Luís divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Luís|CemRmSlu.zip|2000|01/01/2004
491|ShapeFile da Região Metropolitana de São Paulo divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Paulo|CemRmSao.zip|2000|01/01/2004
492|ShapeFile da Região Metropolitana de Teresina divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Teresina|CemRmTer.zip|2000|01/01/2004
493|ShapeFile da Região Metropolitana de Tubarão divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Tubarão|CemRmTub.zip|2000|01/01/2004
494|ShapeFile da Região Metropolitana de Vale do Aço divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vale do Aço|CemRmVla.zip|2000|01/01/2004
495|ShapeFile da Região Metropolitana de Vale do Itajaí divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vale do Itajaí|CemRmVli.zip|2000|01/01/2004
496|ShapeFile da Região Metropolitana de Vitória divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vitória|CemRmVit.zip|2000|01/01/2004
497|Bancos de microdados da amostra do Censo Demográfico 1960|não cartográfico|Censo Demográfico 1960|IBGE||Censo Demográfico de 1960#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_1960.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1960|01/01/2016
498|Bancos de microdados da amostra do Censo Demográfico 1970|não cartográfico|Censo Demográfico 1970|IBGE||Censo Demográfico de 1970#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_1970.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1970|01/01/2016
499|Bancos de microdados da amostra do Censo Demográfico 1980|não cartográfico|Censo Demográfico 1980|IBGE||Censo Demográfico de 1980#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_1980.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1980|01/01/2016
500|Bancos de microdados da amostra do Censo Demográfico 1991|não cartográfico|Censo Demográfico 1991|IBGE||Censo Demográfico de 1991#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_1990.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1991|01/01/2016
501|Bancos de microdados da amostra do Censo Demográfico 2000|não cartográfico|Censo Demográfico 2000|IBGE||Censo Demográfico de 2000#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_2000.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|2000|01/01/2016
502|Bancos de microdados da amostra do Censo Demográfico 2010|não cartográfico|Censo Demográfico 2010|IBGE||Censo Demográfico de 2010#Nota técnica#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|Censo_2010_2.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|2010|01/01/2016
503|Base de microdados da PNAD 1976|não cartográfico|PNAD|IBGE||Pnad 1976 (arquivo em formato 7z, com 26.527 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|1976.7z#830-wp.17.2014.pdf|1976|01/01/2016
504|Base de microdados da PNAD 1977|não cartográfico|PNAD|IBGE||Pnad 1977 (arquivo em formato 7z, com 14.970 Kb)|1977.7z|1977|01/01/2016
505|Base de microdados da PNAD 1978|não cartográfico|PNAD|IBGE||Pnad 1978 (arquivo em formato 7z, com 12.837 Kb)|1978.7z|1978|01/01/2016
506|Base de microdados da PNAD 1979|não cartográfico|PNAD|IBGE||Pnad 1979 (arquivo em formato 7z, com 13.781 Kb)|1979.7z|1979|01/01/2016
507|Base de microdados da PNAD 1981|não cartográfico|PNAD|IBGE||Pnad 1981 (arquivo em formato 7z, com 13.408 Kb)|PNAD_1981.rar|1981|01/01/2016
508|Base de microdados da PNAD 1982|não cartográfico|PNAD|IBGE||Pnad 1982 (arquivo em formato 7z, com 19.544 Kb)|PNAD_1982.rar|1982|01/01/2016
509|Base de microdados da PNAD 1983|não cartográfico|PNAD|IBGE||Pnad 1983 (arquivo em formato 7z, com 14.670 Kb)|PNAD_1983.rar|1983|01/01/2016
510|Base de microdados da PNAD 1984|não cartográfico|PNAD|IBGE||Pnad 1984 (arquivo em formato 7z, com 14.585 Kb)|PNAD_1984.rar|1984|01/01/2016
511|Base de microdados da PNAD 1985|não cartográfico|PNAD|IBGE||Pnad 1985 (arquivo em formato 7z, com 16.257 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|PNAD_1985.rar#830-wp.17.2014.pdf|1985|01/01/2016
512|Base de microdados da PNAD 1986|não cartográfico|PNAD|IBGE||Pnad 1986 (arquivo em formato 7z, com 9.071 Kb)|pnad_1986.7z|1986|01/01/2016
513|Base de microdados da PNAD 1987|não cartográfico|PNAD|IBGE||Pnad 1987 (arquivo em formato 7z, com 8.368 Kb)|PNAD_1987.rar|1987|01/01/2016
514|Base de microdados da PNAD 1988|não cartográfico|PNAD|IBGE||Pnad 1988 (arquivo em formato 7z, com 12.942 Kb)|PNAD_1988.rar|1988|01/01/2016
515|Base de microdados da PNAD 1989|não cartográfico|PNAD|IBGE||Pnad 1989 (arquivo em formato 7z, com 11.021 Kb)|PNAD_1989.rar|1989|01/01/2016
516|Base de microdados da PNAD 1990|não cartográfico|PNAD|IBGE||Pnad 1990 (arquivo em formato 7z, com 12.418 Kb)|PNAD_1990.rar|1990|01/01/2016
517|Base de microdados da PNAD 1992|não cartográfico|PNAD|IBGE||Pnad 1992 (arquivo em formato 7z, com 15.836 Kb)|PNAD_1992.rar|1992|01/01/2016
518|Base de microdados da PNAD 1993|não cartográfico|PNAD|IBGE||Pnad 1993 (arquivo em formato 7z, com 15.881 Kb)|PNAD_1993.rar|1993|01/01/2016
519|Base de microdados da PNAD 1995|não cartográfico|PNAD|IBGE||Pnad 1995 (arquivo em formato 7z, com 16.231 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|PNAD_1995.rar#830-wp.17.2014.pdf|1995|01/01/2016
520|Base de microdados da PNAD 1996|não cartográfico|PNAD|IBGE||Pnad 1996 (arquivo em formato 7z, com 17.836 Kb)|PNAD_1996.rar|1996|01/01/2016
521|Base de microdados da PNAD 1997|não cartográfico|PNAD|IBGE||Pnad 1997 (arquivo em formato 7z, com 16.535 Kb)|PNAD_1997.rar|1997|01/01/2016
522|Base de microdados da PNAD 1998|não cartográfico|PNAD|IBGE||Pnad 1998 (arquivo em formato 7z, com 19.562 Kb)|PNAD_1998.rar|1998|01/01/2016
523|Base de microdados da PNAD 1999|não cartográfico|PNAD|IBGE||Pnad 1999 (arquivo em formato 7z, com 16.050 Kb)|PNAD_1999.rar|1999|01/01/2016
524|Base de microdados da PNAD 2001|não cartográfico|PNAD|IBGE||Pnad_2001 (arquivo em formato 7z, com 47.291 Kb)|PNAD_2001.7z|2001|01/01/2016
525|Base de microdados da PNAD 2002|não cartográfico|PNAD|IBGE||Pnad_2002 (arquivo em formato 7z, com 46.633 Kb)|PNAD_2002.7z|2002|01/01/2016
526|Base de microdados da PNAD 2003|não cartográfico|PNAD|IBGE||Pnad_2003 (arquivo em formato 7z, com 58.355 KB)|PNAD_2003.7z|2003|01/01/2016
527|Base de microdados da PNAD 2004|não cartográfico|PNAD|IBGE||Pnad_2004 (arquivo em formato 7z, com 51.807 Kb)|PNAD_2004.7z|2004|01/01/2016
528|Base de microdados da PNAD 2005|não cartográfico|PNAD|IBGE||Pnad_2005 (arquivo em formato 7z, com 53.044 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|PNAD_2005.7z#830-wp.17.2014.pdf|2005|01/01/2016
529|Base de microdados da PNAD 2006|não cartográfico|PNAD|IBGE||Pnad_2006 (arquivo em formato 7z, com 55.832 Kb)|PNAD_2006.7z|2006|01/01/2016
530|Base de microdados da PNAD 2007|não cartográfico|PNAD|IBGE||Pnad_2007 (arquivo em formato 7z, com 62.500 Kb)|PNAD_2007.7z|2007|01/01/2016
531|Base de microdados da PNAD 2008|não cartográfico|PNAD|IBGE||Pnad_2008 (arquivo em formato 7z, com 85.601 Kb)|PNAD_2008.7z|2008|01/01/2016
532|Base de microdados da PNAD 2009|não cartográfico|PNAD|IBGE||Pnad_2009 (arquivo em formato 7z, com 64.899 Kb)|PNAD_2009.7z|2009|01/01/2016
533|Base de microdados da PNAD 2011|não cartográfico|PNAD|IBGE||Pnad_2011 (arquivo em formato 7z, com 56.203 Kb)|PNAD_2011.7z|2011|01/01/2016
534|Base de microdados da PNAD 2012|não cartográfico|PNAD|IBGE||Pnad_2012 (arquivo em formato 7z, com 55.729 Kb)|PNAD_2012.7z|2012|01/01/2016
535|Base de microdados da PNAD 2013|não cartográfico|PNAD|IBGE||Pnad_2013 (arquivo em formato 7z, com 57.806 Kb)|PNAD_2013.7z|2013|01/01/2016
536|Base de microdados da PNAD 2014|não cartográfico|PNAD|IBGE||Pnad_2014 (arquivo em formato 7z, com 64.688 Kb)|PNAD_2014.7z|2014|01/01/2016
537|Base de microdados da PNAD 2015|não cartográfico|PNAD|IBGE||Pnad_2015 (arquivo em formato 7z, com 61.311 Kb)|PNAD_2015.7z|2015|01/01/2016
538|Dados do Mapa de Vulnerabilidade da RMSP|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Dados do Mapa de Vulnerabilidade da RMSP|Dados|Mapa_da_Vulnerabilidade_2000_Dados.zip|2000|01/01/2004
539|Mapa da Vulnerabilidade Social do Município de São Paulo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo. Baseado em dados do Censo Demográfico IBGE 2000|São Paulo|1.3.0.SaoPaulo.pdf|2000|01/01/2004
540|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Perus|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Perus. Baseado em dados do Censo Demográfico IBGE 2000|Perus|1.3.1.Perus.pdf|2000|01/01/2004
541|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Pirituba|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Pirituba. Baseado em dados do Censo Demográfico IBGE 2000|Pirituba|1.3.2.Pirituba.pdf|2000|01/01/2004
542|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Brasilândia|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Brasilândia. Baseado em dados do Censo Demográfico IBGE 2000|Brasilândia|1.3.3.Brasilandia.pdf|2000|01/01/2004
543|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CasaVerde|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CasaVerde. Baseado em dados do Censo Demográfico IBGE 2000|CasaVerde|1.3.4.CasaVerde.pdf|2000|01/01/2004
544|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Santana|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Santana. Baseado em dados do Censo Demográfico IBGE 2000|Santana|1.3.5.Santana.pdf|2000|01/01/2004
545|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Tremembé|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Tremembé. Baseado em dados do Censo Demográfico IBGE 2000|Tremembé|1.3.6.Tremembe.pdf|2000|01/01/2004
546|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de VilaMaria|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de VilaMaria. Baseado em dados do Censo Demográfico IBGE 2000|VilaMaria|1.3.7.VilaMaria.pdf|2000|01/01/2004
547|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Lapa|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Lapa. Baseado em dados do Censo Demográfico IBGE 2000|Lapa|1.3.8.Lapa.pdf|2000|01/01/2004
548|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Sé|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Sé. Baseado em dados do Censo Demográfico IBGE 2000|Sé|1.3.9.Se.pdf|2000|01/01/2004
549|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Butantã|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Butantã. Baseado em dados do Censo Demográfico IBGE 2000|Butantã|1.3.10.Butanta.pdf|2000|01/01/2004
550|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Pinheiros|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Pinheiros. Baseado em dados do Censo Demográfico IBGE 2000|Pinheiros|1.3.11.Pinheiros.pdf|2000|01/01/2004
551|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de VilaMariana|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de VilaMariana. Baseado em dados do Censo Demográfico IBGE 2000|VilaMariana|1.3.12.VilaMariana.pdf|2000|01/01/2004
552|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Ipiranga|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Ipiranga. Baseado em dados do Censo Demográfico IBGE 2000|Ipiranga|1.3.13.Ipiranga.pdf|2000|01/01/2004
553|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de SantoAmaro|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de SantoAmaro. Baseado em dados do Censo Demográfico IBGE 2000|SantoAmaro|1.3.14.SantoAmaro.pdf|2000|01/01/2004
554|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Jabaquara|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Jabaquara. Baseado em dados do Censo Demográfico IBGE 2000|Jabaquara|1.3.15.Jabaquara.pdf|2000|01/01/2004
555|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CidadeAdemar|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CidadeAdemar. Baseado em dados do Censo Demográfico IBGE 2000|CidadeAdemar|1.3.16.CidadeAdemar.pdf|2000|01/01/2004
556|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CampoLimpo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CampoLimpo. Baseado em dados do Censo Demográfico IBGE 2000|CampoLimpo|1.3.17.CampoLimpo.pdf|2000|01/01/2004
557|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de M_BoiMirim|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de M_BoiMirim. Baseado em dados do Censo Demográfico IBGE 2000|M_BoiMirim|1.3.18.M_BoiMirim.pdf|2000|01/01/2004
558|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Socorro|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Socorro. Baseado em dados do Censo Demográfico IBGE 2000|Socorro|1.3.19.Socorro.pdf|2000|01/01/2004
559|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Parelheiros|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Parelheiros. Baseado em dados do Censo Demográfico IBGE 2000|Parelheiros|1.3.20.Parelheiros.pdf|2000|01/01/2004
560|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Penha|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Penha. Baseado em dados do Censo Demográfico IBGE 2000|Penha|1.3.21.Penha.pdf|2000|01/01/2004
561|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de ErmelinoMatarazo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de ErmelinoMatarazo. Baseado em dados do Censo Demográfico IBGE 2000|ErmelinoMatarazo|1.3.22.ErmelinoMatarazo.pdf|2000|01/01/2004
562|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de SãoMiguel|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de SãoMiguel. Baseado em dados do Censo Demográfico IBGE 2000|SãoMiguel|1.3.23.SaoMiguel.pdf|2000|01/01/2004
563|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de ItaimPaulista|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de ItaimPaulista. Baseado em dados do Censo Demográfico IBGE 2000|ItaimPaulista|1.3.24.ItaimPaulista.pdf|2000|01/01/2004
564|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Mooca|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Mooca. Baseado em dados do Censo Demográfico IBGE 2000|Mooca|1.3.25.Mooca.pdf|2000|01/01/2004
565|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Aricanduva|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Aricanduva. Baseado em dados do Censo Demográfico IBGE 2000|Aricanduva|1.3.26.Aricanduva.pdf|2000|01/01/2004
566|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Itaquera|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Itaquera. Baseado em dados do Censo Demográfico IBGE 2000|Itaquera|1.3.27.Itaquera.pdf|2000|01/01/2004
567|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Guaianases|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Guaianases. Baseado em dados do Censo Demográfico IBGE 2000|Guaianases|1.3.28.Guaianases.pdf|2000|01/01/2004
568|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de VilaPrudente|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de VilaPrudente. Baseado em dados do Censo Demográfico IBGE 2000|VilaPrudente|1.3.29.VilaPrudente.pdf|2000|01/01/2004
569|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de SãoMateus|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de SãoMateus. Baseado em dados do Censo Demográfico IBGE 2000|SãoMateus|1.3.30.SaoMateus.pdf|2000|01/01/2004
570|Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CidadeTiradentes|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CidadeTiradentes. Baseado em dados do Censo Demográfico IBGE 2000|CidadeTiradentes|1.3.31.CidadeTiradentes.pdf|2000|01/01/2004
571|Relatório geral do Mapa da Vulnerabilidade Social|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|Relatório Geral|Relatório geral|Mapa_da_Vulnerabilidade_social_da_pop_da_cidade_de_Sao_Paulo_2004.pdf|2000|01/01/2004
572|Livro volume 2 do Mapa da Vulnerabilidade Social - Zona Norte, Oeste e Centro do Município de São Paulo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|A vulnerabilidade social nas subprefeituras que compõem as Zonas Norte, Oeste e Centro|Zonas Norte, Oeste e Centro - Parte 1 (páginas 1 a 17)#Zonas Norte, Oeste e Centro - Parte 2 (páginas 18 a 38)#Zonas Norte, Oeste e Centro - Parte 3 (páginas 39 a 51)#Zonas Norte, Oeste e Centro - Parte 4 (páginas 52 a 63)|Norte-A-(1-17).pdf#Norte-B-(18-38).pdf#Norte-C-(39-51).pdf#Norte-D-(52-63).pdf|2000|01/01/2004
573|Livro volume 3 do Mapa da Vulnerabilidade Social - Zona Sul do Município de São Paulo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|A vulnerabilidade social nas subprefeituras que compõem as Zona Sul|Zonas Sul - Parte 1 (páginas 1 a 17)#Zonas Sul - Parte 2 (páginas 18 a 38)#Zonas Sul - Parte 3 (páginas 39 a 51)#Zonas Sul - Parte 4 (páginas 52 a 63)|Sul-A-(1-17).pdf#Sul-B-(18-38).pdf#Sul-C-(39-51).pdf#Sul-D-(52-61).pdf|2000|01/01/2004
574|Livro volume 4 do Mapa da Vulnerabilidade Social - Zona Leste do Município de São Paulo|não cartográfico|Trabalho e rendimento|Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP|A vulnerabilidade social nas subprefeituras que compõem as Zona Leste|Zonas Leste - Parte 1 (páginas 1 a 17)#Zonas Leste - Parte 2 (páginas 18 a 38)#Zonas Leste - Parte 3 (páginas 39 a 51)#Zonas Leste - Parte 4 (páginas 52 a 63)|Leste-A_(1-17).pdf#Leste-B-(18-38).pdf#Leste-C-(39-51).pdf#Leste-D-(52-63).pdf|2000|01/01/2004
